846,2019.02.16,13,1596884395,69,50143713,1997,1732557,106009,50000,1797728,5000,5,18,30,41,43,45,13
845,2019.02.09,11,1891217182,56,61914849,2038,1701292,105790,50000,1782933,5000,1,16,29,33,40,45,6
844,2019.02.02,18,1162963542,73,47793023,2406,1450080,120078,50000,1997556,5000,7,8,13,15,33,45,18
843,2019.01.26,5,4012970100,52,64310419,2002,1670401,105717,50000,1777953,5000,19,21,30,33,34,42,4
842,2019.01.19,10,2035475025,42,80772819,2039,1663786,103190,50000,1735911,5000,14,26,32,36,39,42,38
841,2019.01.12,17,1116095714,88,35934900,2490,1269989,119648,50000,1901965,5000,5,11,14,30,33,38,24
840,2019.01.05,10,2042961788,51,66763458,2275,1496676,110586,50000,1852019,5000,2,4,11,28,29,43,27
839,2018.12.29,13,1359454904,48,61364284,2664,1105663,126227,50000,1946924,5000,3,9,11,12,13,19,35
838,2018.12.22,5,3813733050,68,46736925,2220,1431582,107897,50000,1777501,5000,9,14,17,33,36,38,20
837,2018.12.15,6,3144449125,47,66903173,2012,1562848,97334,50000,1656959,5000,2,25,28,30,33,45,6
836,2018.12.08,14,1257843670,62,47338203,2230,1316130,103846,50000,1719260,5000,1,9,11,14,26,28,19
835,2018.12.01,15,1233681125,58,53175911,2306,1337469,106763,50000,1767089,5000,9,10,13,28,38,45,35
834,2018.11.24,11,1690693671,47,65949044,1967,1575804,99132,50000,1643491,5000,6,8,18,35,42,43,3
833,2018.11.17,8,2356317282,53,59278423,1945,1615299,103152,50000,1715510,5000,12,18,30,39,41,42,19
832,2018.11.10,9,2088204584,60,52205115,2137,1465750,102312,50000,1706379,5000,13,14,19,26,40,43,30
831,2018.11.03,16,1110702258,61,48555290,2660,1113486,117332,50000,1849959,5000,3,10,16,19,31,39,9
830,2018.10.27,9,2060528750,80,38634915,2142,1442948,106206,50000,1764071,5000,5,6,16,18,37,38,17
829,2018.10.20,8,2444650641,45,72434094,1837,1774379,94679,50000,1637836,5000,4,5,31,35,43,45,29
828,2018.10.13,13,1455185972,62,50853274,1968,1602085,100644,50000,1704198,5000,4,7,13,29,31,39,18
827,2018.10.06,15,1206500375,46,65570673,2113,1427474,106164,50000,1761371,5000,5,11,12,29,33,44,14
826,2018.09.29,9,2075192084,47,66229535,2232,1394619,108626,50000,1755153,5000,13,16,24,25,33,36,42
825,2018.09.22,12,1658710563,53,62592852,2249,1475065,113070,50000,1850484,5000,8,15,21,31,33,38,42
824,2018.09.15,15,1256646550,51,61600322,2106,1491746,105359,50000,1745566,5000,7,9,24,29,34,38,26
823,2018.09.08,9,2009843917,61,49422392,2348,1283972,112065,50000,1795737,5000,12,18,24,26,39,40,15
822,2018.09.01,3,5930898625,79,37537334,2153,1377357,108789,50000,1735565,5000,9,18,20,24,27,36,12
821,2018.08.25,14,1316155956,55,55836920,2100,1462396,101082,50000,1687355,5000,1,12,13,24,29,44,16
820,2018.08.18,4,4627313532,60,51414595,1987,1552530,99433,50000,1644326,5000,10,21,22,30,35,42,6
819,2018.08.11,7,2594534840,49,61774640,1981,1527995,97667,50000,1638089,5000,16,25,33,38,40,45,15
818,2018.08.04,13,1380804318,39,76711351,1845,1621541,90205,50000,1490497,5000,14,15,25,28,29,30,3
817,2018.07.28,9,1868477334,54,51902149,2068,1355279,105276,50000,1718171,5000,3,9,12,13,25,43,34
816,2018.07.21,8,2128107938,67,42350407,2064,1374747,102402,50000,1675799,5000,12,18,19,29,31,39,7
815,2018.07.14,7,2579855358,39,77175161,1703,1767371,92977,50000,1596140,5000,17,21,25,26,27,36,4
814,2018.07.07,6,3067192063,52,58984463,1833,1673319,93837,50000,1585777,5000,2,21,28,38,42,45,30
813,2018.06.30,4,4591763157,43,71190127,1800,1700654,89323,50000,1548384,5000,11,30,34,35,42,44,27
812,2018.06.23,6,2947954750,68,43352276,1976,1491880,100498,50000,1693074,5000,1,3,12,14,16,43,10
811,2018.06.16,7,2524148197,49,60098767,2151,1369057,104155,50000,1703788,5000,8,11,19,21,36,45,25
810,2018.06.09,8,2231598047,64,46491626,2053,1449325,100608,50000,1672013,5000,5,10,13,21,39,43,11
809,2018.06.02,6,2921372750,56,52167371,2179,1340695,104350,50000,1703714,5000,6,11,15,17,23,40,39
808,2018.05.26,6,3087620500,46,67122185,1962,1573711,95319,50000,1597761,5000,15,21,31,32,41,43,24
807,2018.05.19,7,2437662322,59,48202363,2319,1226365,108300,50000,1749855,5000,6,10,18,25,34,35,33
806,2018.05.12,7,2640760875,57,54050662,1850,1665345,91180,50000,1561838,5000,14,20,23,31,37,38,27
805,2018.05.05,4,4266061969,53,53661157,2075,1370623,105602,50000,1700112,5000,3,12,13,18,31,32,42
804,2018.04.28,11,1631996523,49,61061095,2048,1460935,100907,50000,1659443,5000,1,10,13,26,32,36,9
803,2018.04.21,5,3663810225,50,61063504,2094,1458059,102413,50000,1657869,5000,5,9,14,26,30,43,2
802,2018.04.14,16,1082947993,67,43102408,2207,1308501,107980,50000,1814300,5000,10,11,12,18,24,42,27
801,2018.04.07,8,2256786657,51,59000959,1999,1505278,97006,50000,1618941,5000,17,25,28,37,43,44,2
800,2018.03.31,11,1632246205,51,58675518,2179,1373315,110956,50000,1801924,5000,1,4,10,12,28,45,26
799,2018.03.24,10,1826427225,56,54357954,2242,1357737,107519,50000,1725236,5000,12,17,23,34,42,45,33
798,2018.03.17,7,2710791911,60,52709843,2124,1488979,98988,50000,1653851,5000,2,10,14,22,32,36,41
797,2018.03.10,8,2397028125,34,94001103,1868,1710941,97900,50000,1641334,5000,5,22,31,32,39,45,36
796,2018.03.03,7,2763490340,46,70088524,1921,1678331,96701,50000,1643069,5000,1,21,26,36,40,41,5
795,2018.02.24,11,1714977000,62,50711686,2423,1297617,111043,50000,1825105,5000,3,10,13,26,34,38,36
794,2018.02.17,7,2650940304,45,68728082,2607,1186331,116809,50000,1877646,5000,6,7,18,19,30,38,13
793,2018.02.10,5,3750146775,61,51231514,2043,1529674,98216,50000,1635392,5000,10,15,21,35,38,43,31
792,2018.02.03,7,2655736768,65,47667071,1958,1582411,99185,50000,1684675,5000,2,7,19,25,29,36,16
791,2018.01.27,14,1253081893,38,76943625,2410,1213219,102931,50000,1713102,5000,2,10,12,31,33,42,32
790,2018.01.20,16,1160516274,59,52452713,2417,1280394,113336,50000,1812992,5000,3,8,19,27,30,41,12
789,2018.01.13,15,1140976825,70,40749173,2437,1170473,118089,50000,1868863,5000,2,6,7,12,19,45,38
788,2018.01.06,13,1401475154,70,43378993,2257,1345384,112504,50000,1828701,5000,2,10,11,19,35,39,29
787,2017.12.30,6,3092108313,51,60629575,2339,1321979,114842,50000,1863599,5000,5,6,13,16,27,28,9
786,2017.12.23,4,4551365250,96,31606704,2064,1470080,103000,50000,1708226,5000,12,15,16,20,24,30,38
785,2017.12.16,6,2886622688,55,52484049,1972,1463805,100062,50000,1678240,5000,4,6,15,25,26,33,40
784,2017.12.09,9,1908678000,51,56137589,2257,1268506,115089,50000,1699421,5000,3,10,23,24,31,39,22
783,2017.12.02,4,4603964625,36,85258605,1869,1642221,90899,50000,1532640,5000,14,15,16,17,38,45,36
782,2017.11.25,9,1946487625,49,59586356,2047,1426347,96821,50000,1585617,5000,6,18,31,34,38,45,20
781,2017.11.18,9,1882891542,52,54314180,1967,1435861,102959,50000,1699786,5000,11,16,18,19,24,39,43
780,2017.11.11,11,1667520137,45,67936006,1681,1818632,92630,50000,1605516,5000,15,17,19,21,27,45,16
779,2017.11.04,11,1527709296,66,42436370,2503,1118978,114464,50000,1751447,5000,6,12,19,24,34,41,4
778,2017.10.28,3,6264069500,67,46746788,1731,1809379,92126,50000,1575045,5000,6,21,35,36,37,41,11
777,2017.10.21,21,833468036,66,44199063,2413,1208926,111938,50000,1766635,5000,6,12,17,21,34,37,18
776,2017.10.14,7,2557579393,50,59676853,2001,1491176,102081,50000,1687650,5000,8,9,18,21,28,40,20
775,2017.10.07,5,3470437650,37,78163011,1719,1682392,91297,50000,1539325,5000,11,12,29,33,38,42,17
774,2017.09.30,11,1709721512,60,52241491,1956,1602500,101524,50000,1704279,5000,12,15,18,28,34,42,9
773,2017.09.23,11,1609403080,58,50871937,2094,1409061,104474,50000,1690404,5000,8,12,19,21,31,35,44
772,2017.09.16,10,1769608838,53,55648077,2027,1455032,103023,50000,1688350,5000,5,6,11,14,21,41,32
771,2017.09.09,4,4362644907,49,59355714,2054,1415984,102013,50000,1680976,5000,6,10,17,18,21,29,30
770,2017.09.02,8,2163099329,75,38455100,2302,1252882,108450,50000,1717526,5000,1,9,12,23,39,43,34
769,2017.08.26,9,1930760042,55,52657093,1962,1476117,99272,50000,1660799,5000,5,7,11,16,41,45,4
768,2017.08.19,13,1363572260,53,55743521,1849,1597841,93126,50000,1572387,5000,7,27,29,30,38,44,4
767,2017.08.12,15,1163768725,46,63248301,1905,1527256,92437,50000,1549115,5000,5,15,20,31,34,42,22
766,2017.08.05,8,2173637297,41,70687392,1734,1671386,85422,50000,1458764,5000,9,30,34,35,39,41,21
765,2017.07.29,15,1109214250,54,51352512,2121,1307419,101653,50000,1643849,5000,1,3,8,12,42,43,33
764,2017.07.22,7,2459975465,44,65226623,1908,1504178,90896,50000,1530979,5000,7,22,24,31,34,36,15
763,2017.07.15,8,2138130000,45,63352000,2019,1412006,94176,50000,1562106,5000,3,8,16,32,34,43,10
762,2017.07.08,10,1631432063,53,51302896,2044,1330261,103406,50000,1671344,5000,1,3,12,21,26,41,16
761,2017.07.01,7,2392730518,52,53683057,2139,1305058,101503,50000,1660130,5000,4,7,11,24,42,45,30
760,2017.06.24,8,2253299391,45,66764427,1749,1717782,89221,50000,1520831,5000,10,22,27,31,42,43,12
759,2017.06.17,6,3032670500,44,68924330,1761,1722130,88543,50000,1525518,5000,9,33,36,40,42,43,32
758,2017.06.10,8,2078969954,63,43999365,2170,1277401,106121,50000,1680080,5000,5,9,12,30,39,43,24
757,2017.06.03,21,739839858,68,38079993,2657,974573,117353,50000,1788667,5000,6,7,11,17,33,44,1
756,2017.05.27,5,3414434700,53,53686081,1866,1524846,94800,50000,1598715,5000,10,14,16,18,27,28,4
755,2017.05.20,8,2214427266,54,54677217,1845,1600309,89745,50000,1508502,5000,13,14,26,28,30,36,37
754,2017.05.13,5,3427542000,50,57125700,1856,1538947,93279,50000,1573739,5000,2,8,17,24,29,31,32
753,2017.05.06,6,2711105063,58,46743191,1934,1401813,97566,50000,1578072,5000,2,17,19,24,37,41,3
752,2017.04.29,9,1870358834,75,37407177,2036,1377966,102477,50000,1646451,5000,4,16,20,33,40,43,7
751,2017.04.22,8,2097968110,69,40540447,2210,1265743,102632,50000,1651438,5000,3,4,16,20,28,44,17
750,2017.04.15,7,2522104286,44,66873978,1779,1653994,93135,50000,1585532,5000,1,2,15,19,24,36,12
749,2017.04.08,13,1350104395,64,45706660,1985,1473666,95573,50000,1589197,5000,12,14,24,26,34,45,41
748,2017.04.01,9,1928246542,59,49023218,1937,1493222,99448,50000,1652756,5000,3,10,13,22,31,32,29
747,2017.03.25,9,1903214584,59,48386812,2217,1287696,105307,50000,1713003,5000,7,9,12,14,23,28,17
746,2017.03.18,9,2038623709,58,52723027,1904,1606059,94197,50000,1589291,5000,3,12,33,36,42,45,25
745,2017.03.11,20,746822982,110,22631000,3692,674272,141918,50000,1955276,5000,1,2,3,9,12,23,10
744,2017.03.04,15,1155411575,61,47352934,2779,1039414,109229,50000,1636793,5000,10,15,18,21,34,41,43
743,2017.02.25,7,2608641000,46,66161185,1982,1535527,91886,50000,1555362,5000,15,19,21,34,41,44,10
742,2017.02.18,16,1111814813,44,67382716,1986,1492870,98348,50000,1658556,5000,8,10,13,36,37,40,6
741,2017.02.11,6,3043595938,55,55338108,1829,1664077,95007,50000,1619435,5000,5,21,27,34,44,45,16
740,2017.02.04,18,936929792,43,65367195,2447,1148668,115722,50000,1864169,5000,4,8,9,16,17,19,31
739,2017.01.28,4,4744122282,45,70283294,1942,1628604,101983,50000,1719739,5000,7,22,29,33,34,35,30
738,2017.01.21,11,1634191091,48,62417021,1640,1826840,88050,50000,1502685,5000,23,27,28,38,42,43,36
737,2017.01.14,4,4283061000,48,59486959,1937,1474122,94183,50000,1567166,5000,13,15,18,24,27,41,11
736,2017.01.07,5,3397362225,54,52428430,2250,1258283,107357,50000,1747634,5000,2,11,17,18,21,27,6
735,2016.12.31,10,1847231588,50,61574387,2269,1356862,107013,50000,1752740,5000,5,10,13,27,37,41,4
734,2016.12.24,9,1949395500,36,81224813,1758,1663307,92514,50000,1542069,5000,6,16,37,38,41,45,18
733,2016.12.17,4,4016725125,57,46979242,1966,1362064,101369,50000,1633952,5000,11,24,32,33,35,40,13
732,2016.12.10,7,2203270608,45,57121831,2061,1247202,104583,50000,1705993,5000,2,4,5,17,27,32,43
731,2016.12.03,7,2340471054,45,60678880,1908,1431106,96083,50000,1594258,5000,2,7,13,25,42,45,39
730,2016.11.26,8,2017382110,45,59774285,1741,1544999,88791,50000,1501752,5000,4,10,14,15,18,22,39
729,2016.11.19,4,4198250719,35,79966681,1875,1492712,89560,50000,1504682,5000,11,17,21,26,36,45,16
728,2016.11.12,5,3243464400,56,48265840,1869,1446168,94693,50000,1559062,5000,3,6,10,30,34,37,36
727,2016.11.05,14,1115107742,87,29907105,2064,1260620,99271,50000,1600135,5000,7,8,10,19,21,31,20
726,2016.10.29,14,1166872634,56,48619694,2099,1297143,96718,50000,1556425,5000,1,11,21,23,34,44,24
725,2016.10.22,11,1579217250,47,61600673,1795,1612943,88359,50000,1504907,5000,6,7,19,21,41,43,38
724,2016.10.15,12,1427789813,55,51919630,1833,1557873,90083,50000,1528970,5000,2,8,33,35,37,41,14
723,2016.10.08,8,2114365360,40,70478846,1777,1586469,85141,50000,1412967,5000,20,30,33,35,36,44,22
722,2016.10.01,4,4365422719,46,63266996,1688,1724101,84912,50000,1439078,5000,12,14,21,30,39,43,45
721,2016.09.24,8,2273767360,40,75792246,1607,1886553,84770,50000,1464353,5000,1,28,35,41,43,44,31
720,2016.09.17,14,1233770358,37,77805338,1778,1619122,88260,50000,1505233,5000,1,12,29,34,36,37,41
719,2016.09.10,9,1879581334,58,48609863,2020,1395729,99906,50000,1627784,5000,4,8,13,19,20,43,26
718,2016.09.03,17,926166464,64,41002162,2404,1091572,114614,50000,1595315,5000,4,11,20,23,32,39,40
717,2016.08.27,6,2702433688,47,57498590,1974,1369015,96836,50000,1567530,5000,2,11,19,25,28,32,44
716,2016.08.20,12,1358752157,35,77642981,1743,1559096,88628,50000,1469730,5000,2,6,13,16,29,30,21
715,2016.08.13,6,2605510438,61,42713286,1873,1391090,90747,50000,1503174,5000,2,7,27,33,41,44,10
714,2016.08.06,7,2085131733,46,52883776,2029,1198943,96576,50000,1551993,5000,1,7,22,33,37,40,20
713,2016.07.30,9,1714720917,50,51441628,1791,1436115,87920,50000,1470125,5000,2,5,15,18,19,23,44
712,2016.07.23,4,4034485125,47,57226740,1727,1557416,86066,50000,1449521,5000,17,20,30,31,33,45,19
711,2016.07.16,7,2277413358,44,60385961,1865,1424656,89898,50000,1465123,5000,11,15,24,35,37,45,42
710,2016.07.09,5,2895441150,57,42331011,1990,1212497,102058,50000,1627229,5000,3,4,9,24,25,33,10
709,2016.07.02,14,1165271625,44,61794708,1696,1603165,82305,50000,1385853,5000,10,18,30,36,39,44,32
708,2016.06.25,4,4099552219,52,52558362,1712,1596399,86091,50000,1446865,5000,2,10,16,19,34,45,1
707,2016.06.18,12,1322167313,74,35734252,2006,1318213,94281,50000,1507647,5000,2,12,19,24,39,44,35
706,2016.06.11,4,3831746063,51,50088184,2108,1211811,95376,50000,1531393,5000,3,4,6,10,28,30,37
705,2016.06.04,4,3987206532,49,54247708,1805,1472653,87931,50000,1453654,5000,1,6,17,22,28,45,23
704,2016.05.28,4,3865190344,47,54825395,1906,1351938,95021,50000,1519932,5000,1,4,8,23,33,42,45
703,2016.05.21,5,3235784100,51,52872290,1719,1568637,84194,50000,1416580,5000,10,28,31,33,41,44,21
702,2016.05.14,11,1465091387,46,58391324,1819,1476636,88043,50000,1443954,5000,3,13,16,24,26,29,9
701,2016.05.07,10,1583183175,40,65965966,1659,1590500,81917,50000,1404422,5000,3,10,14,16,36,38,35
700,2016.04.30,8,2082099188,41,67710543,1562,1777294,82874,50000,1414076,5000,11,23,28,29,30,44,13
699,2016.04.23,8,1995411375,50,53210970,1799,1478905,90504,50000,1512397,5000,4,5,8,16,21,29,3
698,2016.04.16,8,1921084125,48,53363448,2088,1226746,97965,50000,1550364,5000,3,11,13,21,33,37,18
697,2016.04.09,10,1531443038,90,28360057,1940,1315673,99698,50000,1615786,5000,2,5,8,11,33,39,31
696,2016.04.02,10,1632054413,44,61820243,1721,1580530,90020,50000,1501952,5000,1,7,16,18,34,38,21
695,2016.03.26,11,1450214830,66,40283746,1979,1343471,95436,50000,1558885,5000,4,18,26,33,34,38,14
694,2016.03.19,10,1555036388,78,33227274,2286,1133739,102474,50000,1581822,5000,7,15,20,25,33,43,12
693,2016.03.12,10,1642763813,43,63673016,1692,1618168,87017,50000,1484420,5000,1,6,11,28,34,42,30
692,2016.03.05,7,2301273697,44,61018621,1770,1516848,87763,50000,1465709,5000,3,11,14,15,32,36,44
691,2016.02.27,6,2839296750,31,91590218,1708,1662352,86063,50000,1455528,5000,15,27,33,35,43,45,16
690,2016.02.20,15,1126507625,34,82831444,1772,1589317,87970,50000,1528472,5000,24,25,33,34,38,39,43
689,2016.02.13,7,2321775911,44,61562241,1809,1497368,90296,50000,1509073,5000,7,17,19,30,36,38,34
688,2016.02.06,9,1967536750,53,55685003,2107,1400715,97676,50000,1610713,5000,5,15,22,23,34,35,2
687,2016.01.30,6,2720029313,38,71579719,1780,1528107,91404,50000,1538380,5000,1,8,10,13,28,42,45
686,2016.01.23,8,1937531719,36,71760435,1863,1386676,91027,50000,1483730,5000,7,12,15,24,25,43,13
685,2016.01.16,11,1494367671,52,52686040,1910,1434385,95302,50000,1576169,5000,6,7,12,28,38,40,18
684,2016.01.09,9,1688815709,62,40858445,1968,1287208,98607,50000,1623161,5000,1,11,15,17,25,39,40
683,2016.01.02,16,1010930883,45,59907016,2704,996974,117974,50000,1700964,5000,6,13,20,27,28,40,15
682,2015.12.26,4,4063713563,56,48377543,1851,1463611,87618,50000,1464978,5000,17,23,27,35,38,43,2
681,2015.12.19,6,2696328938,37,72873756,1441,1871152,73062,50000,1282079,5000,21,24,27,29,43,44,7
680,2015.12.12,14,1110570563,44,58893894,1870,1385739,86441,50000,1413980,5000,4,10,19,29,32,42,30
679,2015.12.05,5,2863005600,54,44182186,1829,1304450,91171,50000,1493041,5000,3,5,7,14,26,34,35
678,2015.11.28,6,2288490188,41,55816834,1855,1233688,93305,50000,1494095,5000,4,5,6,12,25,37,45
677,2015.11.21,8,1921114407,37,69229348,1701,1505871,79827,50000,1330115,5000,12,15,24,36,41,44,42
676,2015.11.14,8,1879726500,63,39782572,1665,1505287,83276,50000,1371921,5000,1,8,17,34,39,45,27
675,2015.11.07,4,3514549032,65,36046657,1806,1297361,88118,50000,1415830,5000,1,8,11,15,18,45,7
674,2015.10.31,8,1770565500,48,49182375,1846,1278849,89646,50000,1465031,5000,9,10,14,25,27,31,11
673,2015.10.24,10,1491453300,35,71021586,1864,1333560,88838,50000,1450769,5000,7,10,17,29,33,44,5
672,2015.10.17,9,1754745000,46,57219946,1629,1615788,80167,50000,1341175,5000,8,21,28,31,36,45,43
671,2015.10.10,4,3722322844,48,51698929,1778,1395697,90364,50000,1519963,5000,7,9,10,13,31,35,24
670,2015.10.03,12,1191725219,39,61114114,2145,1111166,92680,50000,1483948,5000,11,18,26,27,40,41,25
669,2015.09.26,6,2708173188,52,52080254,1949,1389520,93078,50000,1531364,5000,7,8,20,29,33,38,9
668,2015.09.19,5,2991158625,56,44511290,1873,1330824,89414,50000,1452289,5000,12,14,15,24,27,32,3
667,2015.09.12,7,2228764393,40,65005629,1543,1685176,81344,50000,1368363,5000,15,17,25,37,42,43,13
666,2015.09.05,6,2396901063,47,50997895,1947,1231074,93631,50000,1493940,5000,2,4,6,11,17,28,16
665,2015.08.29,4,3643230375,30,80960675,1790,1356883,87227,50000,1430205,5000,5,6,11,17,38,44,13
664,2015.08.22,10,1536801338,44,58212172,1530,1674076,77395,50000,1320082,5000,10,20,33,36,41,44,5
663,2015.08.15,7,2080244143,60,40449192,1627,1491673,84092,50000,1386028,5000,3,5,8,19,38,42,20
662,2015.08.08,8,1689733688,43,52394844,1787,1260761,88493,50000,1426759,5000,5,6,9,11,15,37,26
661,2015.08.01,8,1713025547,63,36254509,1830,1248107,87840,50000,1426883,5000,2,3,12,20,27,38,40
660,2015.07.25,10,1421272575,48,49349743,1951,1214141,88247,50000,1408802,5000,4,9,23,33,39,44,14
659,2015.07.18,11,1336604216,40,61261027,1765,1388352,85028,50000,1396789,5000,7,18,19,27,29,42,45
658,2015.07.11,9,1634031375,38,64501239,1678,1460696,82738,50000,1364069,5000,8,19,25,28,32,36,37
657,2015.07.04,9,1694762792,52,48887389,1562,1627494,78396,50000,1325593,5000,10,14,19,39,40,43,23
656,2015.06.27,2,7330002750,48,50902797,1747,1398589,83772,50000,1385757,5000,3,7,14,16,31,40,39
655,2015.06.20,9,1661439625,41,60784377,1610,1547926,77437,50000,1281655,5000,7,37,38,39,40,44,18
654,2015.06.13,8,1879301391,69,36315003,1787,1402203,77788,50000,1282725,5000,16,21,26,31,36,43,6
653,2015.06.06,14,980958670,56,40873278,1997,1146172,88995,50000,1419408,5000,5,6,26,27,38,39,1
652,2015.05.30,5,3003483525,36,69525082,1504,1664165,75739,50000,1280663,5000,3,13,15,40,41,44,20
651,2015.05.23,8,1855306454,35,70678342,1684,1468968,82567,50000,1365832,5000,11,12,16,26,29,44,18
650,2015.05.16,5,2849298900,45,52764795,1814,1308940,87030,50000,1429743,5000,3,4,7,11,31,41,35
649,2015.05.09,5,2948042100,45,54593373,1689,1454531,80347,50000,1313125,5000,3,21,22,33,41,42,20
648,2015.05.02,7,2120987947,45,54988577,1631,1517159,80986,50000,1318403,5000,13,19,28,37,38,43,4
647,2015.04.25,7,2189725608,44,58060907,1596,1600677,79202,50000,1351926,5000,5,16,21,23,24,30,29
646,2015.04.18,7,2215498393,36,71798560,1522,1698258,77400,50000,1321212,5000,2,9,24,41,43,45,30
645,2015.04.11,4,3696297750,28,88007090,1766,1395356,87873,50000,1444728,5000,1,4,16,26,40,41,31
644,2015.04.04,8,1831451204,49,49835407,1879,1299593,87582,50000,1401744,5000,5,13,17,23,28,36,8
643,2015.03.28,6,2535763625,43,58971248,1525,1662796,84656,50000,1407225,5000,15,24,31,32,33,40,13
642,2015.03.21,12,1251460438,62,40369692,1815,1379020,88406,50000,1465689,5000,8,17,18,24,39,45,32
641,2015.03.14,8,1990074563,50,53068655,1565,1695485,79145,50000,1340371,5000,11,18,21,36,37,43,12
640,2015.03.07,9,1728768834,48,54024027,1639,1582156,85410,50000,1404905,5000,14,15,18,21,26,35,23
639,2015.02.28,4,4061185219,45,60165707,1628,1663058,84861,50000,1439719,5000,6,15,22,23,25,32,40
638,2015.02.21,7,2229403179,41,63438302,1719,1513072,84781,50000,1422596,5000,7,18,22,24,31,34,6
637,2015.02.14,4,3899241094,45,57766535,1637,1587963,82147,50000,1369826,5000,3,16,22,37,38,44,23
636,2015.02.07,8,1832362219,44,55526128,1973,1238292,90830,50000,1461300,5000,6,7,15,16,20,31,26
635,2015.01.31,8,1855587235,35,70689038,1650,1499465,85675,50000,1427626,5000,11,13,25,26,29,33,32
634,2015.01.24,13,1077935106,54,43250483,2208,1057757,101514,50000,1562975,5000,4,10,11,12,20,27,38
633,2015.01.17,12,1217257094,47,51798175,1789,1360825,87613,50000,1430227,5000,9,12,19,20,39,41,13
632,2015.01.10,11,1432587716,52,50507901,1645,1596603,78418,50000,1320223,5000,15,18,21,32,35,44,6
631,2015.01.03,4,3919853532,46,56809472,1676,1559210,85710,50000,1491785,5000,1,2,4,23,31,34,8
630,2014.12.27,3,4836305500,48,50378183,1631,1482620,84380,50000,1420745,5000,8,17,21,24,27,31,15
629,2014.12.20,5,2919433575,34,71554745,1321,1841682,68554,50000,1183752,5000,19,28,31,38,43,44,1
628,2014.12.13,9,1499942875,37,60808495,1628,1382012,80147,50000,1323978,5000,1,7,12,15,23,42,11
627,2014.12.06,10,1352230650,35,64391936,1532,1471096,74824,50000,1243945,5000,2,9,22,25,31,45,12
626,2014.11.29,8,1717871110,45,50899885,1766,1296996,86261,50000,1371217,5000,13,14,26,33,40,43,15
625,2014.11.22,5,2765184675,45,51207124,1654,1393181,82014,50000,1354445,5000,3,6,7,20,21,39,13
624,2014.11.15,5,2763729450,61,37755867,1574,1463220,78840,50000,1309900,5000,1,7,19,26,27,35,16
623,2014.11.08,8,1813702594,35,69093433,1456,1660900,73522,50000,1245962,5000,7,13,30,39,41,45,25
